#gene	sample1	sample2	sample3	sample4	sample5	sample6
CCDC188	295	345	506	720	317	382
RTN4R	131	95	102	55	60	93
DGCR6L	463	548	607	273	299	447
USP41	3	7	9	2	1	1
ZNF74	447	103	372	281	228	671
SCARF2	3039	2214	3403	1520	1458	1140
XXbac-B562F10.12	11484	2511	5432	4118	4923	9026
KLHL22	1786	1950	648	1071	651	714
MED15	1531	3233	2675	2812	1979	2097
PI4KA	2065	611	1434	806	851	1619
SERPIND1	2809	1786	1130	735	2281	635
SNAP29	4248	6510	3866	6268	5363	3658
CRKL	174	201	177	258	283	153
AIFM3	1004	767	1605	1169	656	909
LZTR1	1121	617	907	637	2562	591
THAP7	7805	9042	7357	6060	1872	4463
P2RX6	4320	10710	5009	2817	4134	9605
SLC7A4	633	1248	2150	1013	1812	2061
LRRC74B	6339	5630	5708	3206	2517	1487
GGT2	17224	9995	8317	10312	6429	6975
RIMBP3B	1272	1759	1555	1417	1134	1621
HIC2	911	1838	2722	2180	1189	1267
TMEM191C	6079	5336	4006	4582	5276	3813
RIMBP3C	1783	1964	2635	3139	3478	1785
UBE2L3	4953	2446	2428	3631	2944	3643
YDJC	7041	16070	16295	7584	6482	10804
CCDC116	151	269	338	209	179	214
SDF2L1	3742	4449	5174	3212	5508	2500
PPIL2	758	631	615	843	280	510
YPEL1	203	181	244	332	106	238
MAPK1	6000	2659	9127	4140	1385	3159
PPM1F	867	1228	659	538	1058	769
TOP3B	612	318	752	422	379	580
VPREB1	273	630	1117	475	188	270
ZNF280B	1230	2293	2979	2804	3481	2630
ZNF280A	2973	2665	4921	1729	2086	3428
PRAME	25904	16076	15616	7517	9336	16199
GGTLC2	3003	1969	2588	2622	1606	2102
IGLL5	3435	1518	2890	1951	1568	1153
RSPH14	5131	5520	4065	6273	3184	3538
GNAZ	4695	2072	4182	4264	5535	3354
RAB36	343	372	378	337	205	310
BCR	1184	644	627	674	837	1493
IGLL1	1771	952	1216	729	974	1220
DRICH1	36	52	113	99	36	47
RGL4	11916	7965	1923	4518	3578	5424
ZNF70	373	465	868	221	434	531
VPREB3	505	338	270	201	191	224
C22orf15	3117	4938	3535	1714	1846	2772
CHCHD10	2448	1777	2012	390	1555	923
MMP11	2182	3701	3623	5418	4140	1685
AP000349.2	2324	609	522	926	468	1850
SMARCB1	4652	6132	9743	10177	4829	5710
DERL3	8663	14924	5924	5162	5428	2391
SLC2A11	6972	4495	4773	2958	3050	5841
AP000350.10	3141	2801	4265	3015	1492	1663
MIF	1118	492	902	521	1100	765
GSTT2B	1601	2746	3028	1917	1670	2036
DDTL	2523	3495	2681	1353	852	3067
DDT	1156	759	391	839	507	272
CABIN1	233	264	183	179	90	129
SUSD2	11874	16676	9333	4861	6145	8239
GGT5	2269	1664	2262	2265	2292	3033
SPECC1L	542	608	578	513	1051	678
SPECC1L-ADORA2A	1757	1172	926	1189	1912	999
ADORA2A	360	336	380	69	207	631
UPB1	178	239	145	436	172	154
GUCD1	8758	6132	7583	13412	7190	7613
SNRPD3	3298	2409	1389	1319	2586	1680
GGT1	1532	787	1625	718	1444	415
LRRC75B	782	551	1029	2162	2184	1031
PIWIL3	577	508	393	795	219	875
SGSM1	576	620	572	185	794	620
TMEM211	3557	6719	6110	2796	4549	3529
KIAA1671	1965	1716	995	750	1466	1857
CRYBB3	4123	1349	2307	2605	1552	2346
CRYBB2	1039	1184	1285	1255	1232	984
LRP5L	58	117	80	33	29	69
GRK3	2715	3181	3695	1927	2384	1047
MYO18B	1124	1888	1431	678	737	279
SEZ6L	5153	4821	5899	2190	6127	5490
ASPHD2	215	194	331	141	242	247
HPS4	3699	2380	1216	1277	1631	3218
SRRD	331	880	1228	803	783	390
TFIP11	3814	5332	3604	3328	5854	3461
TPST2	493	1036	734	1150	743	452
CRYBB1	895	1782	957	2067	1563	924
CRYBA4	632	1835	946	930	723	1451
MN1	1001	1580	1944	1914	1230	1459
PITPNB	2507	4307	3189	2885	3492	3798
TTC28	7157	9874	11162	5650	4269	6125
CHEK2	2082	2848	3183	1084	2825	1511
HSCB	2610	1597	2791	604	983	923
CCDC117	9456	8831	4187	2720	3133	10398
XBP1	1928	2433	2279	2155	1698	1452
ZNRF3	87	52	20	62	54	113
C22orf31	4511	5927	5375	3073	3328	2455
KREMEN1	3202	5893	7102	1820	3120	2804
EMID1	1545	1342	1396	737	1230	2062
RHBDD3	558	882	1036	618	613	502
EWSR1	3686	3225	3419	4635	3212	2710
GAS2L1	1734	1683	2514	1071	1692	1312
RASL10A	6192	1062	3394	2756	3052	4286
AP1B1	1705	1631	3832	1884	2105	1117
RFPL1	3634	2390	4683	2402	3608	2506
NEFH	2769	952	1268	1290	1317	1586
THOC5	6054	3518	7282	9305	6256	8186
NIPSNAP1	3443	3351	4948	2992	2331	3421
NF2	1252	729	447	331	706	1465
CABP7	466	806	1304	367	306	1279
ZMAT5	621	1664	588	1063	533	539
UQCR10	1141	1610	802	1629	1260	1461
ASCC2	3474	1623	5221	3578	3888	2640
MTMR3	2335	2551	1443	2346	1681	1539
HORMAD2	2235	2238	3042	989	1397	617
LIF	1247	2996	5076	1073	1316	1421
OSM	19	16	32	18	20	22
GATSL3	380	502	574	216	133	266
RP1-130H16.18	11369	5240	9719	9228	7401	15275
TBC1D10A	1859	1333	1666	519	971	810
SF3A1	919	866	832	590	919	1360
CCDC157	879	488	798	572	476	635
RNF215	4601	6002	3086	4379	4608	3359
SEC14L2	431	989	459	424	369	789
RP4-539M6.19	615	1109	434	314	310	506
MTFP1	2256	2765	4813	2792	1387	2588
SEC14L3	1391	2312	1648	1722	1240	1235
SEC14L4	1121	1070	1691	1183	1791	1162
SEC14L6	162	272	271	114	184	274
GAL3ST1	12602	10324	20429	13542	17235	10830
PES1	292	551	232	282	148	135
TCN2	2298	880	913	748	622	279
SLC35E4	8201	9193	12696	10232	2980	6596
DUSP18	78	69	126	120	45	92
OSBP2	1066	905	812	1130	480	783
MORC2	3960	2634	5135	3585	2478	2479
SMTN	505	1166	1049	564	879	471
SELM	854	479	1152	531	952	553
INPP5J	4963	8444	6438	3702	2998	7623
PLA2G3	1407	1701	1547	1534	959	884
RNF185	7718	11661	8545	6483	9008	8845
LIMK2	801	1855	408	509	579	381
PIK3IP1	5182	6519	3049	4902	3780	2549
PATZ1	3373	8558	6379	4799	3153	4906
DRG1	1732	1038	1129	1183	1047	614
EIF4ENIF1	271	737	510	413	563	436
SFI1	464	631	437	840	1497	619
PISD	1306	1016	756	382	1808	1535
PRR14L	1025	1591	1957	1676	735	1115
DEPDC5	740	3056	1845	1318	1658	1217
YWHAH	3404	2482	5208	5499	1698	3213
SLC5A1	1192	2579	1623	3522	923	1930
C22orf42	344	172	79	172	277	327
RFPL2	1636	6655	4704	4205	5129	1918
AL008723.1	3890	4531	3029	2853	2111	3879
SLC5A4	102	56	88	73	67	41
RFPL3	2355	2079	2956	1762	3073	2462
RFPL3S	650	2879	513	1278	982	1039
RTCB	508	1397	753	436	632	744
BPIFC	3630	3992	1462	2600	2443	6400
FBXO7	1134	919	744	601	601	363
SYN3	4650	2847	2617	1773	3226	2267
TIMP3	829	3397	2744	2905	1771	2123
LARGE1	110	58	100	88	56	56
ISX	224	141	250	176	152	225
HMGXB4	409	1010	404	196	327	1084
TOM1	2826	3089	1540	2123	1641	1046
HMOX1	1516	812	823	1048	871	773
MCM5	589	1087	549	907	770	367
RASD2	1909	2825	2453	3638	3282	1518
MB	56	97	113	61	24	30
APOL6	1452	1999	655	522	432	1019
APOL5	297	407	614	730	451	303
RBFOX2	5228	2564	2735	918	2588	1335
APOL3	657	491	236	806	385	561
APOL4	2184	1707	1767	728	982	1888
APOL2	3528	3079	5334	2154	2589	3345
APOL1	4308	3593	4896	2972	3656	6908
MYH9	3120	5420	5892	4488	8725	10100
TXN2	1338	3786	1821	717	4604	2054
FOXRED2	4616	9703	11874	5391	4035	3460
EIF3D	1574	2005	2149	1670	1450	1029
CACNG2	376	601	696	673	443	549
IFT27	2726	5207	4127	2871	3234	4561
PVALB	3028	3153	2019	3754	1978	2648
NCF4	2277	4460	3161	1507	4690	5242
CSF2RB	823	922	988	809	286	526
TEX33	1651	2032	2798	1714	2294	1030
TST	3937	4261	4055	3470	2144	2629
MPST	707	1046	128	364	621	1034
KCTD17	1979	3221	2315	718	1453	573
TMPRSS6	249	163	179	203	125	108
IL2RB	2336	1195	3780	2866	1909	2465
C1QTNF6	1742	2725	2058	1897	1727	1277
SSTR3	3918	3670	5068	2887	2594	1590
RAC2	3360	2912	3044	3369	3525	1061
CYTH4	7253	3456	3673	1674	2136	3048
ELFN2	4294	3634	2097	2709	1922	2512
MFNG	696	2972	600	2088	3081	3065
CARD10	4734	4293	7353	2408	1231	3607
CDC42EP1	228	297	80	126	77	162
LGALS2	2450	12574	4311	7113	2566	5734
GGA1	1814	2852	1760	894	1790	2413
SH3BP1	1341	1013	641	1830	560	470
PDXP	1078	3183	4672	2771	1597	2124
LGALS1	736	749	1479	681	1463	1165
NOL12	626	654	1599	565	916	988
RP1-37E16.12	1923	2559	3006	1364	752	1880
TRIOBP	1765	1840	1734	1038	845	1700
H1F0	3810	3647	1786	2427	3765	1795
GCAT	53	113	95	45	38	37
GALR3	398	504	395	219	418	492
ANKRD54	24246	8052	6446	5602	4728	3548
EIF3L	1789	1138	1509	501	385	945
MICALL1	137	167	144	41	73	31
C22orf23	800	450	826	1456	993	771
POLR2F	3068	1805	2384	2770	2351	2203
SOX10	1188	2682	2195	695	1871	2205
PICK1	581	442	577	559	338	326
SLC16A8	1294	1427	1826	2128	1637	811
BAIAP2L2	2301	4183	6470	8779	3445	6486
PLA2G6	647	1053	4135	2696	604	2598
MAFF	3683	1902	2293	1438	961	1887
TMEM184B	6985	6802	3161	2424	1467	5726
CSNK1E	3061	2813	2399	1187	974	1527
KCNJ4	1503	715	1303	957	478	509
KDELR3	4050	4074	3170	3508	4987	2874
DDX17	765	505	364	319	432	503
DMC1	1509	2277	827	1510	1160	1060
FAM227A	1910	1778	3484	2636	1098	1096
CBY1	445	381	356	588	464	325
TOMM22	6227	5975	4174	2294	2693	3322
JOSD1	49	155	200	155	101	234
GTPBP1	6454	2822	1913	975	6663	1919
SUN2	8005	8595	5572	4379	2963	1475
DNAL4	2951	3440	3216	1607	4237	3304
NPTXR	1049	640	1340	549	589	749
CBX6	4879	2390	3622	1740	1509	2604
APOBEC3A	1947	3297	2610	2411	1830	2062
APOBEC3B	1011	1151	2419	1500	2858	784
APOBEC3C	3393	6946	3349	4449	3047	2057
APOBEC3D	2125	2192	2582	2733	3324	1962
APOBEC3F	1201	1544	1068	604	1602	590
APOBEC3G	1342	615	675	1104	529	1447
APOBEC3H	1653	1356	1814	2124	3487	3550
CBX7	122	95	102	45	85	82
PDGFB	907	1517	872	794	482	478
RPL3	688	1045	1172	454	685	939
SYNGR1	1754	3696	2116	2079	1653	2455
TAB1	391	508	320	312	357	393
MGAT3	235	147	467	248	450	127
MIEF1	164	177	104	79	91	124
ATF4	3800	2201	3165	1120	3067	784
RPS19BP1	8142	10665	6939	6082	6278	6686
CACNA1I	2435	5309	3744	3183	3149	2165
ENTHD1	879	908	677	587	444	597
GRAP2	3291	2153	3155	2643	5914	3171
FAM83F	3830	1606	2292	3042	3578	1123
TNRC6B	353	791	426	1048	531	175
ADSL	5055	2304	6015	3042	3832	6235
SGSM3	2557	4493	2413	2228	1711	3491
MKL1	327	717	662	582	452	239
MCHR1	150	92	94	64	15	66
SLC25A17	5290	6380	4692	7178	6639	3420
ST13	1822	1171	714	703	669	1408
XPNPEP3	1530	1051	1815	2041	1122	1325
DNAJB7	1569	2870	1633	1295	1135	1230
RBX1	106	77	101	34	92	77
EP300	1435	883	2240	1293	2173	2757
L3MBTL2	1491	1979	2433	2154	1519	1319
CHADL	3154	3685	2003	3432	2394	2942
RANGAP1	1668	3714	2222	2822	2955	1858
ZC3H7B	15625	14690	12000	4308	9656	8230
TEF	1665	1929	2407	1249	1232	2683
TOB2	13049	12835	4476	5336	8704	5761
PHF5A	2408	2556	3601	2187	2055	2302
ACO2	12943	18667	11321	12456	16999	6644
POLR3H	3271	10164	16817	5935	5884	4184
CSDC2	8716	8181	6817	3690	6398	10301
PMM1	6383	7623	6193	5872	4829	4981
DESI1	6280	4018	6797	6584	3784	1939
XRCC6	2984	1894	1619	2441	1568	1825
SNU13	2071	2049	1968	1016	2537	1889
C22orf46	1551	3089	2012	1726	1077	1741
MEI1	3725	3677	3330	3180	2780	2379
CCDC134	7716	5703	7782	5227	8396	1836
SREBF2	2107	1337	777	1252	1462	1418
SHISA8	2761	1127	1929	2611	1149	1805
TNFRSF13C	5432	5896	3570	3187	6158	4762
CENPM	2978	2038	4058	2582	2486	1869
SEPT3	1876	3121	2068	5114	4945	2907
WBP2NL	2630	4923	1916	2297	2118	3064
NAGA	2824	3362	2840	1942	2152	2380
FAM109B	4775	9084	9209	5132	10877	6652
SMDT1	1422	2587	793	1148	732	1005
NDUFA6	1256	1658	775	334	1119	1011
CYP2D6	18040	17571	9182	7820	10444	11652
TCF20	3029	2778	2389	2031	1454	2566
NFAM1	9937	5965	15193	3531	3275	4818
RRP7A	1439	1063	600	1976	1881	854
SERHL2	403	269	337	295	286	319
POLDIP3	5563	4991	6907	3259	2717	8136
CYB5R3	4802	3497	4182	5152	2619	6716
ATP5L2	4392	3552	11664	4868	2271	1969
A4GALT	22	42	10	20	32	33
ARFGAP3	371	181	617	160	439	649
PACSIN2	2341	4974	930	1466	1627	910
TTLL1	57	194	220	73	122	74
BIK	2831	3611	5141	1523	4831	5762
MCAT	3215	2033	2018	2538	2379	1825
TSPO	1980	1660	1263	2546	1401	2332
TTLL12	468	400	372	421	318	383
SCUBE1	937	657	3130	593	835	697
MPPED1	723	1018	1559	374	651	444
EFCAB6	4867	3469	2950	1864	1960	1918
SULT4A1	3256	2091	1554	2136	1280	1605
PNPLA5	122	97	131	63	140	71
PNPLA3	196	931	426	525	215	364
SAMM50	661	1025	1390	1041	1583	1407
PARVB	718	1867	1065	773	818	649
PARVG	667	577	674	727	858	1097
KIAA1644	154	95	385	82	105	118
LDOC1L	4277	4015	2394	2102	2302	6643
PRR5	856	445	1344	172	735	1193
PRR5-ARHGAP8	195	2132	2052	1064	1283	642
ARHGAP8	4505	5291	3261	4243	2425	2656
PHF21B	3153	3997	4134	2105	3207	1629
NUP50	1341	637	745	890	749	500
KIAA0930	1604	4730	3889	1608	2824	2227
UPK3A	2015	2281	4504	2881	4153	2531
FAM118A	1885	3446	3614	2115	2010	1970
SMC1B	3802	5521	3001	2136	1537	1307
RIBC2	1186	2189	3533	328	1039	519
FBLN1	223	303	212	366	436	440
ATXN10	23	16	22	15	13	16
WNT7B	2634	4855	3766	1613	3675	5989
PRR34	7849	2828	2269	1786	1514	2293
PPARA	1208	1748	964	890	858	396
CDPF1	584	1013	1309	257	799	859
PKDREJ	5901	7894	7232	2171	2067	5716
TTC38	4528	5617	2979	2917	4091	3397
GTSE1	1769	4157	1728	3142	2523	3321
TRMU	1296	1319	1505	768	1006	607
CELSR1	4186	4505	4549	2661	3623	2587
GRAMD4	3191	3419	2755	1072	2643	1318
CERK	95	70	68	61	12	20
TBC1D22A	1757	1018	1775	1078	2865	923
U51561.1	515	336	329	145	100	204
FP325331.1	441	388	266	194	160	80
FAM19A5	1747	4474	3909	4367	2541	1385
BRD1	331	187	317	236	262	212
ZBED4	1423	2155	1410	876	1675	419
ALG12	2022	2405	1619	994	1454	1395
CRELD2	1951	2420	2556	3276	3952	1752
PIM3	9863	11245	4191	3549	6715	4944
IL17REL	2517	1101	4185	3820	1406	2956
TTLL8	1915	1727	633	1630	1589	1112
MLC1	5133	7417	7397	3854	4648	4302
MOV10L1	3460	5876	5624	1466	2528	2346
PANX2	3058	3005	2971	1339	1656	1942
TRABD	8318	5324	7931	5900	12377	4842
SELO	1592	1635	2083	2400	1292	3730
TUBGCP6	2149	1493	2148	813	2619	2020
HDAC10	3306	1758	2592	914	2213	1478
MAPK12	582	605	1855	325	601	535
MAPK11	5705	7127	10601	7925	6212	6025
PLXNB2	544	614	281	553	604	391
DENND6B	2093	1581	1521	1486	990	2431
PPP6R2	389	409	465	623	159	354
SBF1	1145	1455	1325	901	396	341
ADM2	718	1221	1599	1199	705	785
MIOX	1600	626	1476	1847	986	697
LMF2	10760	19126	8545	5093	8023	14746
NCAPH2	3622	1929	2890	2930	1292	1230
SCO2	126	266	239	150	161	162
TYMP	788	2491	1125	2060	1061	1114
ODF3B	1107	2163	2170	1741	1315	2399
KLHDC7B	10607	17695	5760	8483	8370	7353
SYCE3	4809	6042	2347	3403	8606	4959
CPT1B	2166	3629	1634	1647	1188	2292
CHKB-CPT1B	5099	5241	1025	3867	1808	1108
CHKB	152	231	597	160	231	485
MAPK8IP2	142	169	64	184	59	69
ARSA	827	581	1116	820	601	597
SHANK3	7020	7582	3127	897	4697	1561
ACR	11676	8122	5790	11319	8462	5906
RABL2B	388	291	200	297	344	147
CH507-9B2.2	734	542	647	559	513	704
CH507-9B2.1	1152	1163	1190	1093	607	940
CH507-9B2.3	1461	387	1403	356	406	1198
CH507-9B2.4	12792	12228	5947	5151	10175	5816
CH507-9B2.5	838	4119	2979	1102	780	858
CH507-9B2.9	1204	1475	1134	957	1575	1213
CH507-42P11.8	304	283	214	224	172	145
CBSL	6737	10207	11440	4044	7776	6282
U2AF1L5	12106	3461	5157	11606	6113	9182
CH507-152C13.3	1591	1372	4138	1951	1324	2151
SMIM11B	319	590	851	425	633	261
CH507-396I9.3	1165	596	1473	546	658	1025
KCNE1B	557	1665	1184	979	694	1322
TPTE	804	822	859	484	713	797
AJ239318.1	1950	2765	1366	1110	1519	1020
POTED	6190	5131	4872	1982	2732	4945
LIPI	6598	4129	3073	1901	1381	3920
RBM11	3430	2758	2817	3230	1277	2130
HSPA13	3273	6770	3331	4949	5058	2062
SAMSN1	4792	4444	5349	5452	3669	8704
AF165138.7	1106	346	416	543	436	575
NRIP1	7351	9118	9218	9002	6636	6178
USP25	3916	5891	8520	2290	3997	4461
CXADR	246	39	129	80	109	39
BTG3	115	186	268	186	180	57
C21orf91	240	221	213	339	435	386
CHODL	1303	538	1272	682	992	1905
TMPRSS15	861	647	580	503	472	649
NCAM2	2175	2139	2768	1988	1967	665
MRPL39	1494	1825	1030	774	716	1226
JAM2	1806	1416	1753	2219	738	1691
ATP5J	822	690	319	508	530	278
GABPA	2010	2320	2233	1260	1180	2741
APP	995	1602	1998	937	1035	1108
CYYR1	4902	1601	1775	1531	1537	2461
ADAMTS1	204	267	311	265	302	107
ADAMTS5	2874	8493	4509	3244	5665	5715
N6AMT1	3976	3604	1715	2279	1828	2385
LTN1	4987	4269	4392	5222	2905	5423
RWDD2B	7512	4420	10621	6775	4112	4305
USP16	2839	2420	2552	2268	597	1476
CCT8	1187	1065	356	504	514	858
MAP3K7CL	820	940	976	757	1220	745
BACH1	1798	2648	749	1075	2638	768
GRIK1	996	1585	766	1003	1096	840
CLDN17	1705	1337	2481	1643	1848	1969
CLDN8	5433	5422	4517	2458	1126	3399
KRTAP24-1	560	722	402	599	635	600
KRTAP25-1	497	1083	862	1241	724	1397
KRTAP26-1	12580	5886	2468	2938	1939	4541
KRTAP27-1	1375	657	1135	571	829	870
KRTAP23-1	1655	2060	1378	1150	1895	1010
KRTAP13-2	1582	3032	1259	1153	755	1379
KRTAP13-1	4	3	8	7	3	3
KRTAP13-3	1305	5217	1085	2091	1647	1197
KRTAP13-4	2401	5027	10373	5416	4979	7536
KRTAP15-1	5006	4835	4006	3328	5575	3012
KRTAP19-1	2922	3184	2233	2245	1750	2237
KRTAP19-2	4104	2514	2706	1223	1068	1646
KRTAP19-3	6327	2836	6681	3440	2344	7750
KRTAP19-4	6059	3865	8159	2183	1376	1819
KRTAP19-5	5200	1486	1642	4534	1288	2523
KRTAP19-6	2115	579	3562	1120	2256	3041
KRTAP19-7	619	524	1390	462	358	266
KRTAP22-2	2027	5224	691	2700	1529	1366
KRTAP6-3	178	126	122	120	150	70
KRTAP6-2	8380	6616	5302	4442	1669	5387
KRTAP22-1	1439	2292	1448	818	650	1340
KRTAP6-1	614	845	604	603	507	132
KRTAP20-1	788	827	596	1146	969	1101
KRTAP20-4	2038	3527	2335	1534	2756	1162
KRTAP20-2	669	438	527	425	618	409
KRTAP20-3	2242	1560	2082	1920	1309	2339
KRTAP21-3	122	131	450	357	199	157
KRTAP21-2	890	1485	1788	448	420	696
KRTAP21-1	6012	2983	2440	3001	1800	2301
KRTAP8-1	637	628	827	845	1165	403
KRTAP7-1	1190	1758	1816	1578	1481	1063
KRTAP11-1	1794	1741	2325	950	2946	1071
KRTAP19-8	3027	4437	4874	2455	1325	2113
TIAM1	1434	1932	2296	1760	1171	1538
SOD1	1390	568	956	915	423	1728
SCAF4	830	791	558	660	343	516
HUNK	3300	1048	4386	781	2260	2447
MIS18A	1039	1158	937	746	457	934
MRAP	3068	3874	2728	1409	1271	1920
URB1	854	2666	1736	1215	1731	1402
EVA1C	75	42	35	13	39	28
TCP10L	895	968	1645	684	1521	330
AP000275.65	1455	2952	2353	837	1703	1161
C21orf59	3151	1652	3115	1809	2975	2392
SYNJ1	3990	1529	4099	2555	738	2387
PAXBP1	2339	1532	4337	4005	4110	4411
C21orf62	4891	1170	3270	1592	2478	825
OLIG2	226	538	283	286	306	414
OLIG1	240	389	168	244	208	105
IFNAR2	1388	1181	1055	607	770	268
AP000295.9	785	641	599	600	558	87
IL10RB	4172	20323	13966	9068	3191	17798
IFNAR1	125	80	76	122	77	75
IFNGR2	2007	1165	2016	551	1673	869
TMEM50B	1053	510	471	434	1103	424
DNAJC28	2658	6179	5249	3936	1838	2656
GART	3841	6335	7031	6279	2596	5406
SON	564	592	286	294	151	320
DONSON	286	500	462	244	176	357
AP000304.12	766	777	1868	796	1614	914
CRYZL1	490	669	250	199	271	429
ITSN1	1359	1175	1980	897	829	718
ATP5O	1758	1551	1631	988	1128	811
MRPS6	272	1219	500	289	691	568
SLC5A3	1456	1505	2450	933	996	595
KCNE2	2339	1313	968	1439	1328	698
SMIM11A	2017	1753	3681	2670	1968	1507
C21orf140	5391	4084	8213	2796	3117	4312
AP000322.53	838	1086	747	902	574	598
KCNE1	527	553	496	308	336	627
RCAN1	2043	637	689	1594	1238	1464
CLIC6	343	165	121	164	80	153
RUNX1	1407	2925	4374	989	1888	1635
AP000687.1	3245	5397	5042	5188	7422	8378
SETD4	121	192	131	78	73	57
CBR1	76	88	136	79	64	92
CBR3	1505	1314	1460	1296	1236	902
DOPEY2	5297	5062	7144	7175	7650	10764
MORC3	6024	6427	7369	5471	4384	6638
CHAF1B	1146	2424	2805	1987	2837	1791
CLDN14	11946	7761	8465	2880	11448	10576
SIM2	95	246	239	115	117	147
HLCS	8370	8022	11661	4441	14414	8227
RIPPLY3	1237	1363	842	700	1057	1278
PIGP	2919	3113	2252	1102	1246	1061
TTC3	3277	3373	3017	2680	857	1565
DSCR3	53	53	98	70	87	71
DYRK1A	286	974	585	261	514	1225
KCNJ6	689	628	434	460	372	741
DSCR4	369	428	361	584	517	555
DSCR8	3944	4290	3980	1338	1944	2191
KCNJ15	6036	2828	9292	2185	4973	4200
ERG	1946	2334	2435	2501	5048	1589
ETS2	348	442	623	392	372	451
PSMG1	345	147	341	97	158	210
BRWD1	549	513	431	325	363	238
HMGN1	1193	2772	1238	1109	1627	1351
WRB	3297	4086	4343	4902	1536	3451
LCA5L	8759	8879	10066	7500	7056	8118
SH3BGR	351	547	552	475	383	430
B3GALT5	2056	2245	5095	4606	3463	5146
IGSF5	10195	3882	4157	1947	2860	3797
PCP4	10572	6948	13121	14198	5849	4613
DSCAM	5177	8652	12605	6381	6170	8264
BACE2	12262	6891	3907	4797	2829	5349
FAM3B	879	372	436	390	258	1097
MX2	4265	3810	3100	3088	1816	2362
MX1	1453	1348	662	809	1710	527
TMPRSS2	8726	7210	4963	5350	5000	3083
RIPK4	963	493	1584	818	457	668
PRDM15	2191	2183	2384	1291	1166	1864
C2CD2	1803	953	1614	1002	978	799
ZBTB21	1773	2691	4216	872	2148	1583
UMODL1	285	962	443	694	389	260
ABCG1	272	170	193	118	162	143
TFF3	4783	2921	2567	1581	2046	3786
TFF2	6916	4938	3909	1956	2354	3572
TFF1	161	165	101	364	206	225
TMPRSS3	5341	3595	5112	2009	2841	3308
UBASH3A	506	378	364	393	213	123
RSPH1	2796	1828	4444	1957	1871	4019
SLC37A1	1092	1932	2201	1605	1701	793
PDE9A	1722	4358	2496	2497	2197	1443
WDR4	428	500	358	796	322	250
NDUFV3	225	101	404	229	192	47
PKNOX1	745	1465	1415	895	1387	810
CBS	5092	6327	3489	4351	2040	2900
U2AF1	2545	2549	3616	3100	4148	1563
CRYAA	2662	1013	1556	810	566	1056
SIK1	1537	3032	5390	6387	2560	971
HSF2BP	20	9	21	16	7	3
H2BFS	800	653	570	607	218	414
RRP1B	1864	2812	2430	1468	1432	1790
PDXK	246	94	289	120	158	144
CSTB	5469	6090	4651	5790	3464	4213
RRP1	1723	4846	3375	2055	2598	2227
AGPAT3	768	485	362	361	443	904
TRAPPC10	2473	2945	2813	5362	9385	3120
PWP2	1071	848	1135	700	1075	827
C21orf33	778	471	736	427	694	1217
ICOSLG	1555	2453	2553	1309	1372	1227
DNMT3L	1815	1707	433	1219	802	613
AIRE	4454	1218	2619	2970	2076	2335
PFKL	1140	1804	4454	989	1984	2708
C21orf2	4598	1740	2228	2498	2243	1657
TRPM2	270	800	727	539	932	516
LRRC3	1131	627	354	747	261	346
TSPEAR	274	453	207	102	219	393
KRTAP10-1	394	813	1105	1460	1173	1021
KRTAP10-2	1009	362	851	781	406	430
KRTAP10-3	6795	5615	5424	3961	4694	3188
KRTAP10-4	8452	16273	21679	18421	3958	17038
KRTAP10-5	2972	2426	4233	1249	3263	1949
KRTAP10-6	2354	1514	2482	2883	1273	1488
KRTAP10-7	6008	3631	7104	1112	2376	1223
KRTAP10-8	1440	1430	911	1064	934	1143
KRTAP10-9	712	189	831	607	703	1249
KRTAP10-10	1190	1383	751	758	527	635
KRTAP10-11	6437	4235	9385	7389	4345	4685
KRTAP12-3	1066	856	493	391	663	408
KRTAP12-4	995	1524	1914	2243	3431	2030
KRTAP12-2	1894	3427	1794	1485	1624	1674
KRTAP12-1	9319	23754	20411	14136	15124	13817
KRTAP10-12	4430	7361	3707	1018	3183	3168
UBE2G2	3175	1304	2550	1162	3073	2689
SUMO3	2822	2840	2267	1589	2297	1088
PTTG1IP	2854	1199	2975	5315	4281	2050
ITGB2	11989	5516	4939	4520	7433	5275
FAM207A	411	910	484	651	618	370
ADARB1	681	553	1314	519	482	702
POFUT2	737	603	832	942	535	523
COL18A1	7616	3500	8275	6791	3371	3292
SLC19A1	1586	2575	3261	1180	1720	2461
PCBP3	7928	19762	10903	17776	13871	3638
COL6A1	725	1224	966	501	471	1076
COL6A2	7910	10048	3773	3973	4197	2511
FTCD	2745	1707	914	1009	658	900
SPATC1L	2763	3028	3514	1989	4098	1011
LSS	4064	3013	974	1145	2254	635
MCM3AP	177	297	314	160	135	151
YBEY	4476	2578	3117	2089	1394	2912
C21orf58	5318	2172	3396	4038	1111	5315
PCNT	284	142	403	268	141	224
DIP2A	2226	1780	4197	2643	1562	3390
S100B	2379	5132	3889	5225	8805	9189
PRMT2	2335	733	1801	904	568	963
MT-ND1	1619	1872	4429	1033	1971	1673
MT-ND2	556	776	394	567	966	540
MT-CO1	3429	3191	1987	1644	3256	1643
MT-CO2	1826	7488	5672	5600	8191	3637
MT-ATP8	12758	4044	13588	15180	2839	4641
MT-ATP6	2121	2270	3156	2074	2827	3103
MT-CO3	1926	1496	3177	1412	2628	2339
MT-ND3	4296	3697	3294	3529	3851	4679
MT-ND4L	872	452	711	690	318	391
